seriali	serialh	surveyyr	Outcome	IOut	ScrType	DMHSize7	Sex	AgeR	MarSt2_r	LiveW2	WrkStat	PTWork	EverWk	natidgby5_r	natidniy5_r	natiduky5	ethgrp5	ethgrp2	RelHRPr	Rel01r	Rel02r	Rel03r	Rel04r	Rel05r	Rel06r	Rel07r	Country
100109282	10010928	10	110	110	1	2	2	15	-1	-1	1	-1	-1	4	-1	5	3	2	3	3	0	-1	-1	-1	-1	-1	101
100110081	10011008	10	110	-1	2	5	2	45	4	2	2	-1	-1	4	-1	5	5	2	0	0	2	2	2	2	-1	-1	101
100110082	10011008	10	110	-1	2	5	1	16	1	2	1	2	2	4	-1	5	5	2	3	3	0	4	4	4	-1	-1	101
100110083	10011008	10	110	-1	2	5	2	15	-1	-1	1	-1	-1	4	-1	5	5	2	3	3	4	0	4	4	-1	-1	101
100110084	10011008	10	110	-1	2	5	2	13	-1	-1	1	-1	-1	4	-1	5	5	2	3	3	4	4	0	4	-1	-1	101
100110085	10011008	10	110	110	2	5	2	9	-1	-1	1	-1	-1	4	-1	5	5	2	3	3	4	4	4	0	-1	-1	101
100110131	10011013	10	110	110	1	1	1	63	4	-1	3	-1	1	4	-1	5	5	2	0	0	-1	-1	-1	-1	-1	-1	101
100110151	10011015	10	110	110	2	1	2	18	1	-1	1	2	2	4	-1	5	3	2	0	0	-1	-1	-1	-1	-1	-1	101
100110191	10011019	10	110	-1	2	2	2	40	3	2	3	-1	2	5	-1	6	4	2	0	0	2	-1	-1	-1	-1	-1	101
100110192	10011019	10	110	110	2	2	2	4	-1	-1	3	-1	-1	5	-1	6	2	2	3	3	0	-1	-1	-1	-1	-1	101
100110201	10011020	10	110	-1	2	5	1	43	2	-1	2	-1	-1	4	-1	5	5	2	0	0	1	2	2	5	-1	-1	101
100110202	10011020	10	110	-1	2	5	2	35	2	-1	2	-1	-1	4	-1	5	5	2	1	1	0	2	2	5	-1	-1	101
100110203	10011020	10	110	-1	2	5	2	10	-1	-1	1	-1	-1	4	-1	5	5	2	3	3	3	0	4	5	-1	-1	101
100110204	10011020	10	110	110	2	5	2	2	-1	-1	3	-1	-1	4	-1	5	5	2	3	3	3	4	0	5	-1	-1	101
100110205	10011020	10	110	-1	2	5	2	21	1	2	2	-1	-1	4	-1	5	5	2	5	5	5	5	5	0	-1	-1	101
100111011	10011101	10	110	110	1	1	2	64	4	-1	2	-1	-1	4	-1	5	1	1	0	0	-1	-1	-1	-1	-1	-1	101
100111071	10011107	10	110	-1	2	5	2	55	2	-1	3	-1	1	4	-1	5	1	1	0	0	1	2	2	2	-1	-1	101
100111072	10011107	10	110	-1	2	5	1	60	2	-1	3	-1	1	4	-1	5	1	1	1	1	0	2	2	2	-1	-1	101
100111073	10011107	10	110	110	2	5	2	16	1	2	1	2	2	4	-1	5	1	1	3	3	3	0	4	4	-1	-1	101
100111074	10011107	10	110	-1	2	5	1	13	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	3	4	0	4	-1	-1	101
100111075	10011107	10	110	-1	2	5	1	17	1	2	1	2	2	4	-1	5	1	1	3	3	3	4	4	0	-1	-1	101
100111091	10011109	10	110	110	1	1	1	68	5	-1	2	-1	-1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	101
100111101	10011110	10	110	110	1	3	1	35	2	-1	2	-1	-1	4	-1	5	1	1	0	0	1	2	-1	-1	-1	-1	101
100111102	10011110	10	110	-1	1	3	2	34	2	-1	3	-1	1	4	-1	5	1	1	1	1	0	2	-1	-1	-1	-1	101
100111103	10011110	10	110	-1	1	3	2	 	-1	-1	3	-1	-1	4	-1	5	1	1	3	3	3	0	-1	-1	-1	-1	101
100111171	10011117	10	110	-1	2	4	1	44	2	-1	2	-1	-1	4	-1	5	4	2	1	0	1	2	2	-1	-1	-1	101
100111172	10011117	10	110	-1	2	4	2	38	2	-1	2	-1	-1	4	-1	5	4	2	0	1	0	2	2	-1	-1	-1	101
100111173	10011117	10	110	110	2	4	1	9	-1	-1	1	-1	-1	4	-1	5	4	2	3	3	3	0	4	-1	-1	-1	101
100111174	10011117	10	110	-1	2	4	1	12	-1	-1	1	-1	-1	4	-1	5	4	2	3	3	3	4	0	-1	-1	-1	101
100111241	10011124	10	110	110	1	1	2	49	1	-1	2	-1	-1	4	-1	5	2	2	0	0	-1	-1	-1	-1	-1	-1	101
100111251	10011125	10	110	110	1	5	1	38	2	-1	2	-1	-1	4	-1	5	3	2	1	0	1	4	2	2	-1	-1	101
100111252	10011125	10	110	-1	1	5	2	36	2	-1	2	-1	-1	4	-1	5	3	2	0	1	0	4	2	2	-1	-1	101
100111253	10011125	10	110	-1	1	5	2	30	1	2	2	-1	-1	4	-1	5	3	2	4	4	4	0	5	5	-1	-1	101
100111254	10011125	10	110	110	1	5	1	3	-1	-1	3	-1	-1	4	-1	5	3	2	3	3	3	5	0	4	-1	-1	101
100111255	10011125	10	110	-1	1	5	2	2	-1	-1	3	-1	-1	4	-1	5	3	2	3	3	3	5	4	0	-1	-1	101
100112091	10011209	10	110	110	1	3	2	40	1	2	2	-1	-1	4	-1	5	4	2	0	0	2	2	-1	-1	-1	-1	101
100112092	10011209	10	110	-1	1	3	1	6	-1	-1	1	-1	-1	4	-1	5	2	2	3	3	0	4	-1	-1	-1	-1	101
100112093	10011209	10	110	110	1	3	1	1	-1	-1	3	-1	-1	4	-1	5	2	2	3	3	4	0	-1	-1	-1	-1	101
100112241	10011224	10	110	110	1	7	1	49	1	1	3	-1	1	4	-1	5	3	2	0	0	1	2	2	2	2	2	101
100112242	10011224	10	110	-1	1	7	2	25	1	1	3	-1	2	1	-1	1	1	1	1	1	0	2	2	2	2	2	101
100112243	10011224	10	110	-1	1	7	2	15	-1	-1	1	-1	-1	4	-1	5	2	2	3	3	3	0	4	4	4	4	101
100112244	10011224	10	110	-1	1	7	1	13	-1	-1	1	-1	-1	4	-1	5	2	2	3	3	3	4	0	4	4	4	101
100112245	10011224	10	110	-1	1	7	2	11	-1	-1	1	-1	-1	4	-1	5	2	2	3	3	3	4	4	0	4	4	101
100112246	10011224	10	110	110	1	7	1	9	-1	-1	1	-1	-1	4	-1	5	2	2	3	3	3	4	4	4	0	4	101
100112247	10011224	10	110	-1	1	7	1	7	-1	-1	1	-1	-1	4	-1	5	2	2	3	3	3	4	4	4	4	0	101
100112248	10011224	10	110	-1	1	7	2	1	-1	-1	3	-1	-1	4	-1	5	2	2	3	3	3	4	4	4	4	4	101
100113011	10011301	10	110	110	1	4	1	46	2	-1	2	-1	-1	2	-1	2	1	1	0	0	2	1	2	-1	-1	-1	101
100113012	10011301	10	110	110	1	4	2	2	-1	-1	3	-1	-1	1	-1	1	1	1	3	3	0	3	4	-1	-1	-1	101
100113013	10011301	10	110	-1	1	4	2	40	2	-1	2	-1	-1	1	-1	1	1	1	1	1	2	0	2	-1	-1	-1	101
100113014	10011301	10	110	-1	1	4	2	5	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	4	3	0	-1	-1	-1	101
100113101	10011310	10	110	110	1	1	1	85	5	-1	3	-1	1	4	-1	5	1	1	0	0	-1	-1	-1	-1	-1	-1	101
100113121	10011312	10	110	-1	2	5	2	23	1	1	3	-1	1	1	-1	1	1	1	0	0	2	1	2	2	-1	-1	101
100113122	10011312	10	110	110	2	5	1	6	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	0	3	4	4	-1	-1	101
100113123	10011312	10	110	-1	2	5	1	22	1	1	2	-1	-1	1	-1	1	1	1	1	1	2	0	2	2	-1	-1	101
100113124	10011312	10	110	-1	2	5	2	1	-1	-1	3	-1	-1	1	-1	1	1	1	3	3	4	3	0	4	-1	-1	101
100113125	10011312	10	110	-1	2	5	1	3	-1	-1	3	-1	-1	1	-1	1	1	1	3	3	4	3	4	0	-1	-1	101
100113131	10011313	10	110	110	1	1	1	45	1	-1	2	-1	-1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	101
100113151	10011315	10	110	-1	2	4	2	39	2	-1	3	-1	1	1	-1	1	1	1	1	0	2	1	2	-1	-1	-1	101
100113152	10011315	10	110	110	2	4	1	10	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	0	3	4	-1	-1	-1	101
100113153	10011315	10	110	-1	2	4	1	40	2	-1	2	-1	-1	1	-1	1	1	1	0	1	2	0	2	-1	-1	-1	101
100113154	10011315	10	110	-1	2	4	1	6	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	4	3	0	-1	-1	-1	101
100113171	10011317	10	110	-1	2	4	2	47	2	-1	2	-1	-1	1	-1	1	1	1	0	0	2	1	2	-1	-1	-1	101
100113172	10011317	10	110	110	2	4	2	11	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	0	3	4	-1	-1	-1	101
100113173	10011317	10	110	-1	2	4	1	50	2	-1	2	-1	-1	1	-1	1	1	1	1	1	2	0	3	-1	-1	-1	101
100113174	10011317	10	110	-1	2	4	2	21	1	2	2	-1	-1	1	-1	1	1	1	3	3	4	2	0	-1	-1	-1	101
100113191	10011319	10	110	-1	2	3	2	31	4	2	2	-1	-1	1	-1	1	1	1	0	0	2	2	-1	-1	-1	-1	101
100113192	10011319	10	110	110	2	3	1	2	-1	-1	3	-1	-1	1	-1	1	1	1	3	3	0	4	-1	-1	-1	-1	101
100113193	10011319	10	110	-1	2	3	2	7	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	4	0	-1	-1	-1	-1	101
100114041	10011404	10	110	110	1	5	2	36	2	-1	2	-1	-1	5	-1	6	4	2	1	0	1	4	2	2	-1	-1	101
100114042	10011404	10	110	-1	1	5	1	40	2	-1	2	-1	-1	5	-1	6	4	2	0	1	0	2	2	2	-1	-1	101
100114043	10011404	10	110	-1	1	5	2	8	-1	-1	1	-1	-1	1	-1	1	4	2	3	4	3	0	4	4	-1	-1	101
100114044	10011404	10	110	-1	1	5	2	4	-1	-1	3	-1	-1	1	-1	1	4	2	3	3	3	4	0	4	-1	-1	101
100114045	10011404	10	110	110	1	5	1	3	-1	-1	3	-1	-1	1	-1	1	4	2	3	3	3	4	4	0	-1	-1	101
100114101	10011410	10	110	110	1	5	1	49	2	-1	2	-1	-1	1	-1	1	3	2	0	0	1	2	2	2	-1	-1	101
100114102	10011410	10	110	-1	1	5	2	40	2	-1	3	-1	2	1	-1	1	3	2	1	1	0	2	2	2	-1	-1	101
100114103	10011410	10	110	110	1	5	2	14	-1	-1	1	-1	-1	1	-1	1	3	2	3	3	3	0	4	4	-1	-1	101
100114104	10011410	10	110	-1	1	5	1	11	-1	-1	1	-1	-1	1	-1	1	3	2	3	3	3	4	0	4	-1	-1	101
100114105	10011410	10	110	-1	1	5	1	10	-1	-1	1	-1	-1	1	-1	1	3	2	3	3	3	4	4	0	-1	-1	101
100114141	10011414	10	110	-1	2	3	1	42	2	-1	2	-1	-1	1	-1	1	1	1	0	0	1	2	-1	-1	-1	-1	101
100114142	10011414	10	110	-1	2	3	2	47	2	-1	2	-1	-1	1	-1	1	1	1	1	1	0	2	-1	-1	-1	-1	101
100114143	10011414	10	110	110	2	3	1	8	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	3	0	-1	-1	-1	-1	101
100114251	10011425	10	110	110	1	5	2	30	2	-1	2	-1	-1	1	-1	1	1	1	0	0	1	2	2	2	-1	-1	101
100114252	10011425	10	110	-1	1	5	1	29	2	-1	2	-1	-1	1	-1	1	1	1	1	1	0	2	2	2	-1	-1	101
100114253	10011425	10	110	110	1	5	1	9	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	3	0	4	4	-1	-1	101
100114254	10011425	10	110	-1	1	5	1	5	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	3	4	0	4	-1	-1	101
100114255	10011425	10	110	-1	1	5	1	2	-1	-1	3	-1	-1	1	-1	1	1	1	3	3	3	4	4	0	-1	-1	101
100114281	10011428	10	110	110	1	1	2	73	5	-1	3	-1	1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	101
100201091	10020109	10	110	-1	1	2	1	25	1	1	2	-1	-1	-1	2	4	1	1	1	0	1	-1	-1	-1	-1	-1	402
100201092	10020109	10	110	110	1	2	2	23	1	1	2	-1	-1	-1	1	6	1	1	0	1	0	-1	-1	-1	-1	-1	402
100201121	10020112	10	110	-1	2	4	1	27	2	-1	2	-1	-1	-1	3	5	1	1	0	0	1	2	2	-1	-1	-1	402
100201122	10020112	10	110	-1	2	4	2	31	2	-1	2	-1	-1	-1	3	5	1	1	1	1	0	2	2	-1	-1	-1	402
100201123	10020112	10	110	110	2	4	2	9	-1	-1	1	-1	-1	-1	3	5	1	1	3	3	3	0	4	-1	-1	-1	402
100201124	10020112	10	110	-1	2	4	2	4	-1	-1	3	-1	-1	-1	3	5	1	1	3	3	3	4	0	-1	-1	-1	402
100201211	10020121	10	110	-1	2	4	2	32	1	2	3	-1	1	-1	3	5	1	1	0	0	2	2	2	-1	-1	-1	402
100201212	10020121	10	110	-1	2	4	2	3	-1	-1	3	-1	-1	-1	3	5	1	1	3	3	0	4	4	-1	-1	-1	402
100201213	10020121	10	110	110	2	4	2	1	-1	-1	3	-1	-1	-1	3	5	1	1	3	3	4	0	4	-1	-1	-1	402
100201214	10020121	10	110	-1	2	4	1	12	-1	-1	1	-1	-1	-1	3	5	1	1	3	3	4	4	0	-1	-1	-1	402
100201231	10020123	10	110	110	1	4	2	39	1	2	2	-1	-1	-1	3	5	1	1	0	0	2	2	2	-1	-1	-1	402
100201232	10020123	10	110	110	1	4	1	17	1	2	1	2	2	-1	3	5	1	1	3	3	0	4	4	-1	-1	-1	402
100201233	10020123	10	110	-1	1	4	1	11	-1	-1	1	-1	-1	-1	3	5	1	1	3	3	4	0	4	-1	-1	-1	402
100201234	10020123	10	110	-1	1	4	2	4	-1	-1	3	-1	-1	-1	3	5	1	1	3	3	4	4	0	-1	-1	-1	402
100201251	10020125	10	110	110	1	3	2	43	2	-1	2	-1	-1	-1	1	6	1	1	1	0	2	1	-1	-1	-1	-1	402
100201252	10020125	10	110	110	1	3	2	12	-1	-1	1	-1	-1	-1	1	6	1	1	3	3	0	3	-1	-1	-1	-1	402
100201253	10020125	10	110	-1	1	3	1	43	2	-1	2	-1	-1	-1	1	6	1	1	0	1	2	0	-1	-1	-1	-1	402
100202101	10020210	10	110	110	1	1	2	65	4	-1	3	-1	1	2	-1	2	1	1	0	0	-1	-1	-1	-1	-1	-1	301
100202121	10020212	10	110	-1	2	3	2	31	1	1	2	-1	-1	2	-1	2	1	1	0	0	1	2	-1	-1	-1	-1	301
100202122	10020212	10	110	-1	2	3	1	42	4	1	2	-1	-1	2	-1	2	1	1	1	1	0	2	-1	-1	-1	-1	301
100202123	10020212	10	110	110	2	3	2	1	-1	-1	3	-1	-1	2	-1	2	1	1	3	3	3	0	-1	-1	-1	-1	301
100202181	10020218	10	110	-1	2	4	2	52	4	2	2	-1	-1	2	-1	2	1	1	0	0	2	2	5	-1	-1	-1	301
100202182	10020218	10	110	110	2	4	1	15	-1	-1	1	-1	-1	2	-1	2	1	1	3	3	0	4	5	-1	-1	-1	301
100202183	10020218	10	110	-1	2	4	2	24	1	2	2	-1	-1	2	-1	2	1	1	3	3	4	0	2	-1	-1	-1	301
100202184	10020218	10	110	-1	2	4	2	 	-1	-1	3	-1	-1	2	-1	2	1	1	5	5	5	3	0	-1	-1	-1	301
100202251	10020225	10	110	110	1	1	1	68	1	-1	3	-1	1	2	-1	2	1	1	0	0	-1	-1	-1	-1	-1	-1	301
100203011	10020301	10	110	110	1	3	1	41	4	2	2	-1	-1	2	-1	2	1	1	0	0	2	2	-1	-1	-1	-1	101
100203012	10020301	10	110	110	1	3	1	9	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	0	4	-1	-1	-1	-1	101
100203013	10020301	10	110	-1	1	3	2	6	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	4	0	-1	-1	-1	-1	101
100203021	10020302	10	210	110	1	4	1	53	2	-1	2	-1	-1	4	-1	5	1	1	0	0	1	2	2	-1	-1	-1	101
100203022	10020302	10	210	-1	1	4	2	54	2	-1	2	-1	-1	4	-1	5	1	1	1	1	0	2	2	-1	-1	-1	101
100203023	10020302	10	210	-1	1	4	2	16	1	2	1	2	2	4	-1	5	1	1	3	3	3	0	4	-1	-1	-1	101
100203024	10020302	10	210	431	1	4	2	15	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	3	4	0	-1	-1	-1	101
100203101	10020310	10	110	110	1	1	1	68	1	-1	3	-1	1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	101
100203141	10020314	10	210	-1	2	4	2	37	3	2	2	-1	-1	1	-1	1	1	1	0	0	2	2	3	-1	-1	-1	101
100203142	10020314	10	210	-1	2	4	2	5	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	0	4	5	-1	-1	-1	101
100203143	10020314	10	210	210	2	4	1	5	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	4	0	5	-1	-1	-1	101
100203144	10020314	10	210	-1	2	4	2	62	4	2	2	-1	-1	1	-1	1	1	1	2	2	5	5	0	-1	-1	-1	101
100203181	10020318	10	110	-1	2	4	2	53	2	-1	3	-1	1	1	-1	1	1	1	1	0	1	2	2	-1	-1	-1	101
100203182	10020318	10	110	-1	2	4	1	53	2	-1	2	-1	-1	1	-1	1	1	1	0	1	0	2	2	-1	-1	-1	101
100203183	10020318	10	110	-1	2	4	1	19	1	2	2	-1	-1	1	-1	1	1	1	3	3	3	0	4	-1	-1	-1	101
100203184	10020318	10	110	110	2	4	1	17	1	2	1	2	2	1	-1	1	1	1	3	3	3	4	0	-1	-1	-1	101
100203241	10020324	10	110	-1	1	2	1	69	2	-1	2	-1	-1	1	-1	1	1	1	0	0	1	-1	-1	-1	-1	-1	101
100203242	10020324	10	110	110	1	2	2	69	2	-1	3	-1	1	4	-1	5	1	1	1	1	0	-1	-1	-1	-1	-1	101
100203251	10020325	10	110	110	1	1	2	70	3	-1	3	-1	1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	101
100203281	10020328	10	110	110	1	2	1	60	2	-1	2	-1	-1	1	-1	1	1	1	0	0	1	-1	-1	-1	-1	-1	101
100203282	10020328	10	110	-1	1	2	2	68	2	-1	3	-1	1	1	-1	1	1	1	1	1	0	-1	-1	-1	-1	-1	101
100204021	10020402	10	110	110	1	1	1	52	1	-1	3	-1	2	-1	3	5	1	1	0	0	-1	-1	-1	-1	-1	-1	402
100204081	10020408	10	110	-1	2	2	1	37	1	2	2	-1	-1	-1	3	5	1	1	0	0	2	-1	-1	-1	-1	-1	402
100204082	10020408	10	110	110	2	2	1	11	-1	-1	1	-1	-1	-1	3	5	1	1	3	3	0	-1	-1	-1	-1	-1	402
100204091	10020409	10	110	-1	1	4	1	32	2	-1	2	-1	-1	-1	3	5	1	1	0	0	1	2	2	-1	-1	-1	402
100204092	10020409	10	110	110	1	4	2	38	2	-1	3	-1	1	-1	3	5	1	1	1	1	0	2	2	-1	-1	-1	402
100204093	10020409	10	110	110	1	4	2	5	-1	-1	1	-1	-1	-1	3	5	1	1	3	3	3	0	4	-1	-1	-1	402
100204094	10020409	10	110	-1	1	4	2	1	-1	-1	3	-1	-1	-1	3	5	1	1	3	3	3	4	0	-1	-1	-1	402
100204101	10020410	10	110	110	1	1	2	63	5	-1	3	-1	1	-1	2	4	1	1	0	0	-1	-1	-1	-1	-1	-1	402
100204181	10020418	10	110	-1	2	4	1	52	2	-1	2	-1	-1	-1	3	1	1	1	0	0	1	2	2	-1	-1	-1	402
100204182	10020418	10	110	-1	2	4	2	46	2	-1	2	-1	-1	-1	3	5	1	1	1	1	0	2	2	-1	-1	-1	402
100204183	10020418	10	110	110	2	4	1	14	-1	-1	1	-1	-1	-1	3	5	1	1	3	3	3	0	4	-1	-1	-1	402
100204184	10020418	10	110	-1	2	4	2	11	-1	-1	1	-1	-1	-1	3	5	1	1	3	3	3	4	0	-1	-1	-1	402
100204221	10020422	10	110	-1	2	3	1	30	1	1	2	-1	-1	-1	3	5	1	1	0	0	1	2	-1	-1	-1	-1	402
100204222	10020422	10	110	-1	2	3	2	28	1	1	2	-1	-1	-1	3	5	1	1	1	1	0	2	-1	-1	-1	-1	402
100204223	10020422	10	110	110	2	3	1	2	-1	-1	3	-1	-1	-1	3	5	1	1	3	3	3	0	-1	-1	-1	-1	402
100204231	10020423	10	110	110	1	1	2	46	1	-1	2	-1	-1	-1	2	4	1	1	0	0	-1	-1	-1	-1	-1	-1	402
100204241	10020424	10	110	110	1	1	1	60	5	-1	3	-1	2	-1	2	4	1	1	0	0	-1	-1	-1	-1	-1	-1	402
100204251	10020425	10	110	110	1	1	2	72	5	-1	3	-1	1	-1	3	5	1	1	0	0	-1	-1	-1	-1	-1	-1	402
100204281	10020428	10	110	110	1	1	2	41	1	-1	2	-1	-1	-1	3	5	1	1	0	0	-1	-1	-1	-1	-1	-1	402
100205041	10020504	10	110	-1	1	2	1	71	1	2	3	-1	2	-1	3	5	1	1	0	0	4	-1	-1	-1	-1	-1	402
100205042	10020504	10	110	110	1	2	1	61	1	2	3	-1	1	-1	3	5	1	1	4	4	0	-1	-1	-1	-1	-1	402
100205091	10020509	10	110	-1	1	5	1	41	2	-1	2	-1	-1	-1	1	6	1	1	0	0	1	2	2	2	-1	-1	402
100205092	10020509	10	110	110	1	5	2	40	2	-1	3	-1	1	-1	1	6	1	1	1	1	0	2	2	2	-1	-1	402
100205093	10020509	10	110	-1	1	5	1	7	-1	-1	1	-1	-1	-1	1	6	1	1	3	3	3	0	4	4	-1	-1	402
100205094	10020509	10	110	110	1	5	1	5	-1	-1	1	-1	-1	-1	1	6	1	1	3	3	3	4	0	4	-1	-1	402
100205095	10020509	10	110	-1	1	5	2	3	-1	-1	3	-1	-1	-1	1	6	1	1	3	3	3	4	4	0	-1	-1	402
100205201	10020520	10	110	-1	2	4	1	31	1	1	2	-1	-1	-1	4	6	1	1	0	0	1	2	2	-1	-1	-1	402
100205202	10020520	10	110	-1	2	4	2	27	1	1	3	-1	1	-1	4	6	1	1	1	1	0	2	2	-1	-1	-1	402
100205203	10020520	10	110	110	2	4	2	1	-1	-1	3	-1	-1	-1	4	6	1	1	1	3	3	0	4	-1	-1	-1	402
100205204	10020520	10	110	-1	2	4	1	 	-1	-1	3	-1	-1	-1	4	6	1	1	3	3	3	4	0	-1	-1	-1	402
100205211	10020521	10	110	-1	2	6	1	45	2	-1	2	-1	-1	-1	1	6	1	1	0	0	1	2	2	2	2	-1	402
100205212	10020521	10	110	-1	2	6	2	36	2	-1	3	-1	1	-1	1	6	1	1	1	1	0	2	2	2	2	-1	402
100205213	10020521	10	110	110	2	6	2	8	-1	-1	1	-1	-1	-1	1	6	1	1	3	3	3	0	4	4	4	-1	402
100205214	10020521	10	110	-1	2	6	1	5	-1	-1	1	-1	-1	-1	1	6	1	1	3	3	3	4	0	4	4	-1	402
100205215	10020521	10	110	-1	2	6	2	3	-1	-1	3	-1	-1	-1	1	6	1	1	3	3	3	4	4	0	4	-1	402
100205216	10020521	10	110	-1	2	6	2	1	-1	-1	3	-1	-1	-1	1	6	1	1	3	3	3	4	4	4	0	-1	402
100205281	10020528	10	110	110	1	1	1	45	1	-1	2	-1	-1	-1	1	6	1	1	0	0	-1	-1	-1	-1	-1	-1	402
100206021	10020602	10	110	110	1	4	2	43	2	-1	3	-1	1	4	-1	5	1	1	1	0	1	2	2	-1	-1	-1	101
100206022	10020602	10	110	-1	1	4	1	45	2	-1	2	-1	-1	4	-1	5	1	1	0	1	0	2	2	-1	-1	-1	101
100206023	10020602	10	110	110	1	4	2	10	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	3	0	4	-1	-1	-1	101
100206024	10020602	10	110	-1	1	4	1	13	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	3	4	0	-1	-1	-1	101
100206041	10020604	10	110	110	1	3	2	64	2	-1	2	-1	-1	5	-1	6	1	1	0	0	1	2	-1	-1	-1	-1	101
100206042	10020604	10	110	-1	1	3	1	62	2	-1	2	-1	-1	5	-1	6	1	1	1	1	0	2	-1	-1	-1	-1	101
100206043	10020604	10	110	-1	1	3	1	23	1	2	2	-1	-1	4	-1	5	1	1	3	3	3	0	-1	-1	-1	-1	101
100206101	10020610	10	110	110	1	2	2	46	1	2	2	-1	-1	4	-1	5	1	1	0	0	2	-1	-1	-1	-1	-1	101
100206102	10020610	10	110	110	1	2	2	6	-1	-1	1	-1	-1	4	-1	5	1	1	3	3	0	-1	-1	-1	-1	-1	101
100206251	10020625	10	110	110	1	2	2	21	1	2	2	-1	-1	1	-1	1	1	1	0	0	2	-1	-1	-1	-1	-1	101
100206252	10020625	10	110	110	1	2	2	3	-1	-1	3	-1	-1	1	-1	1	1	1	3	3	0	-1	-1	-1	-1	-1	101
100206281	10020628	10	110	110	1	2	2	76	2	-1	3	-1	2	1	-1	1	1	1	1	0	1	-1	-1	-1	-1	-1	101
100206282	10020628	10	110	-1	1	2	1	79	2	-1	3	-1	1	1	-1	1	1	1	0	1	0	-1	-1	-1	-1	-1	101
100207011	10020701	10	110	-1	1	4	1	43	2	-1	2	-1	-1	4	-1	5	4	2	0	0	1	2	2	-1	-1	-1	101
100207012	10020701	10	110	-1	1	4	2	32	2	-1	3	-1	2	4	-1	5	4	2	1	1	0	2	2	-1	-1	-1	101
100207013	10020701	10	110	-1	1	4	2	11	-1	-1	1	-1	-1	4	-1	5	4	2	3	3	3	0	4	-1	-1	-1	101
100207014	10020701	10	110	110	1	4	1	6	-1	-1	1	-1	-1	4	-1	5	4	2	3	3	3	4	0	-1	-1	-1	101
100207021	10020702	10	110	110	1	2	1	59	4	1	2	-1	-1	1	-1	1	1	1	0	0	1	-1	-1	-1	-1	-1	101
100207022	10020702	10	110	-1	1	2	2	76	5	1	3	-1	1	1	-1	1	1	1	1	1	0	-1	-1	-1	-1	-1	101
100207071	10020707	10	110	-1	2	5	2	37	4	1	3	-1	1	4	-1	5	1	1	1	0	2	1	2	2	-1	-1	101
100207072	10020707	10	110	110	2	5	1	3	-1	-1	3	-1	-1	4	-1	5	1	1	3	3	0	3	4	4	-1	-1	101
100207073	10020707	10	110	-1	2	5	1	36	1	1	2	-1	-1	1	-1	1	1	1	0	1	2	0	2	2	-1	-1	101
100207074	10020707	10	110	-1	2	5	1	8	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	4	3	0	4	-1	-1	101
100207075	10020707	10	110	-1	2	5	1	5	-1	-1	1	-1	-1	1	-1	1	1	1	3	3	4	3	4	0	-1	-1	101
100207121	10020712	10	110	-1	2	2	2	30	1	2	2	-1	-1	4	-1	5	3	2	0	0	2	-1	-1	-1	-1	-1	101
100207122	10020712	10	110	110	2	2	1	10	-1	-1	1	-1	-1	4	-1	5	3	2	3	3	0	-1	-1	-1	-1	-1	101
100207231	10020723	10	110	110	1	4	1	38	2	-1	2	-1	-1	5	-1	6	4	2	0	0	1	2	2	-1	-1	-1	101
100207232	10020723	10	110	-1	1	4	2	33	2	-1	2	-1	-1	5	-1	6	4	2	1	1	0	2	2	-1	-1	-1	101
100207233	10020723	10	110	-1	1	4	1	9	-1	-1	1	-1	-1	5	-1	6	4	2	3	3	3	0	4	-1	-1	-1	101
100207234	10020723	10	110	110	1	4	2	6	-1	-1	1	-1	-1	5	-1	6	4	2	3	3	3	4	0	-1	-1	-1	101
100207281	10020728	10	110	110	1	2	1	26	1	2	2	-1	-1	1	-1	1	1	1	3	0	3	-1	-1	-1	-1	-1	101
100207282	10020728	10	110	-1	1	2	2	63	4	2	2	-1	-1	1	-1	1	1	1	0	2	0	-1	-1	-1	-1	-1	101
100208021	10020802	10	110	110	1	1	2	81	5	-1	3	-1	1	1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	101
